Date,Index_Name,Country,Open,High,Low,Close,Volume,Daily_Change_Percent
2023-12-25,Dow Jones,USA,8511.16,8674.52,7955.5,8069.28,49020908,-5.19
2020-09-26,Nikkei 225,Japan,2226.83,2553.83,2061.17,2422.31,47326587,8.78
2024-07-18,Nikkei 225,Japan,20153.71,20352.6,19491.84,19711.96,45937615,-2.19
2024-04-26,KSE 100,Pakistan,19262.9,19643.58,19101.87,19589.58,16379269,1.7
2021-10-01,S&P 500,USA,5124.98,5232.11,4746.58,4766.92,21857302,-6.99
2021-04-20,Hang Seng,Hong Kong,22455.45,22850.2,22325.18,22606.24,11665612,0.67
2024-11-22,Dow Jones,USA,28086.07,28397.96,28035.93,28216.34,36390283,0.46
2023-12-17,SSE Composite,China,3834.16,4206.99,3571.26,4010.73,49075217,4.61
2022-08-21,NASDAQ Composite,USA,13879.48,13950.66,13283.74,13535.87,37924861,-2.48
2022-06-07,CAC 40,France,21355.78,21647.16,21088.32,21100.85,11629262,-1.19
2024-02-06,KSE 100,Pakistan,13349.97,13602.65,12804.46,13050.1,7781054,-2.25
2024-07-08,NASDAQ Composite,USA,11834.25,12021.9,11268.17,11550.41,25253513,-2.4
2024-06-12,Dow Jones,USA,20034.56,20181.89,19258.76,19555.76,11624052,-2.39
2022-04-03,CAC 40,France,11523.37,11569.77,10961.03,11069.83,22888092,-3.94
2022-05-02,Dow Jones,USA,19994.67,20072.21,19469.87,19502.6,27456364,-2.46
2022-01-25,DAX,Germany,14403.57,14707.1,14192.69,14551.48,20700105,1.03
2020-08-09,FTSE 100,UK,12102.3,12508.56,12007.1,12367.45,22185637,2.19
2021-05-17,SSE Composite,China,38043.89,38224.42,37791.91,37927.0,18438267,-0.31
2024-11-09,CAC 40,France,12445.45,12938.65,12402.85,12889.15,16263729,3.57
2021-12-12,Hang Seng,Hong Kong,22804.44,23000.03,22715.39,22905.36,2079193,0.44
2021-07-24,Dow Jones,USA,23538.08,24029.45,23266.26,23765.58,42627182,0.97
2022-08-09,Dow Jones,USA,24674.41,25068.82,24532.33,24857.49,18900507,0.74
2020-08-22,SSE Composite,China,28467.09,28694.72,28051.56,28219.9,15390091,-0.87
2024-09-28,Nikkei 225,Japan,11484.27,11733.7,11035.09,11265.17,10958247,-1.91
2022-06-17,Hang Seng,Hong Kong,1416.03,1609.29,893.39,1062.08,43230308,-25.0
2022-01-11,CAC 40,France,19396.92,19475.08,18974.61,19197.55,19739851,-1.03
2024-11-14,Hang Seng,Hong Kong,19434.58,19772.62,19403.8,19769.43,7747360,1.72
2023-04-18,S&P 500,USA,11714.13,11947.24,11448.16,11524.02,20926200,-1.62
2024-03-27,CAC 40,France,20811.15,20924.79,20683.92,20827.36,10890614,0.08
2023-03-13,KSE 100,Pakistan,4294.94,4512.31,4161.87,4494.98,39883489,4.66
2021-04-19,FTSE 100,UK,21389.43,21483.79,21329.22,21370.56,35365682,-0.09
2023-06-30,KSE 100,Pakistan,7798.22,7807.32,7219.98,7327.57,26887229,-6.04
2022-05-16,Hang Seng,Hong Kong,3353.0,3465.86,3047.59,3102.61,8652119,-7.47
2021-08-05,NASDAQ Composite,USA,5885.18,5925.26,5597.43,5630.17,33045388,-4.33
2022-07-26,NASDAQ Composite,USA,24411.23,24506.27,23853.25,24067.11,24691532,-1.41
2021-10-23,Dow Jones,USA,8610.93,8964.9,8476.22,8886.34,48443819,3.2
2020-09-25,FTSE 100,UK,37887.93,37964.95,37575.39,37605.66,41828100,-0.75
2022-02-03,SSE Composite,China,30012.9,30199.72,29989.16,30092.26,48186690,0.26
2021-10-28,Nikkei 225,Japan,21284.0,21347.85,21078.16,21280.0,37143421,-0.02
2023-10-18,SSE Composite,China,8112.82,8229.81,7676.51,7927.12,30356233,-2.29
2024-02-16,NASDAQ Composite,USA,38088.02,38560.28,37877.1,38494.17,28979739,1.07
2024-04-23,Dow Jones,USA,5066.97,5238.43,4572.62,4667.11,9745216,-7.89
2023-12-18,CAC 40,France,22100.9,22159.52,21917.31,22032.64,27777935,-0.31
2023-03-01,Dow Jones,USA,34928.47,35380.33,34877.68,35221.11,1846360,0.84
2023-11-30,S&P 500,USA,27531.16,27639.04,27117.45,27138.24,25144729,-1.43
2023-07-16,FTSE 100,UK,32633.34,33260.24,32410.25,33035.36,39931070,1.23
2020-06-01,NASDAQ Composite,USA,8854.57,9497.61,8776.06,9313.59,20289118,5.18
2023-08-26,Nikkei 225,Japan,17896.54,18241.23,17844.88,18207.88,44061874,1.74
2022-09-01,S&P 500,USA,5352.37,5622.94,4950.1,5018.32,14791528,-6.24
2024-04-25,Dow Jones,USA,18060.07,18316.4,17881.81,18057.54,20650566,-0.01
2024-11-11,Dow Jones,USA,1841.99,1944.17,1554.07,1831.82,31605583,-0.55
2024-09-27,Hang Seng,Hong Kong,20392.15,20458.61,19953.64,20128.05,21693005,-1.3
2023-08-28,Dow Jones,USA,31150.45,31365.98,30925.58,31257.45,19597225,0.34
2020-12-25,NASDAQ Composite,USA,18123.75,18791.08,18102.55,18574.09,43555066,2.48
2023-02-09,Dow Jones,USA,24550.12,24833.64,24282.61,24833.52,6728511,1.15
2021-01-25,Hang Seng,Hong Kong,9059.78,9180.98,8403.35,8649.6,3254485,-4.53
2021-11-14,Dow Jones,USA,14757.12,14877.72,14653.34,14795.47,12179195,0.26
2024-06-06,FTSE 100,UK,33725.35,33879.43,33539.91,33627.11,45381494,-0.29
2020-06-16,Hang Seng,Hong Kong,4707.2,4831.24,4345.81,4407.67,7702245,-6.36
2023-09-05,Nikkei 225,Japan,28017.33,28421.95,27938.03,28332.13,36225607,1.12
2022-04-29,Nikkei 225,Japan,1435.13,1556.84,1075.85,1135.83,23320062,-20.86
2024-12-17,S&P 500,USA,20998.6,21010.28,20843.36,20957.9,1955282,-0.19
2023-09-07,CAC 40,France,24160.98,24427.19,23937.92,24251.02,43637610,0.37
2020-07-24,DAX,Germany,29170.14,29302.78,28839.14,28860.59,32044108,-1.06
2023-08-05,Dow Jones,USA,34741.3,34791.58,34634.07,34749.03,25406276,0.02
2024-10-03,NASDAQ Composite,USA,20939.77,21088.99,20515.72,20529.2,37152045,-1.96
2021-10-15,Hang Seng,Hong Kong,30992.29,31134.98,30944.55,30997.59,1280522,0.02
2021-03-31,FTSE 100,UK,30623.65,30664.17,30374.09,30468.55,22632495,-0.51
2023-10-21,SSE Composite,China,39979.42,40680.18,39879.45,40400.26,24862154,1.05
2022-03-24,DAX,Germany,7880.79,7950.27,7869.82,7935.76,9905784,0.7
2022-11-03,Hang Seng,Hong Kong,36620.37,36898.98,36247.9,36355.49,27340700,-0.72
2023-10-19,Hang Seng,Hong Kong,16214.73,16502.03,16127.6,16331.33,4781431,0.72
2024-11-11,DAX,Germany,27279.45,28029.26,27204.97,27755.58,16174020,1.75
2022-03-30,Dow Jones,USA,4479.03,4730.62,4227.74,4346.8,11952735,-2.95
2023-01-11,CAC 40,France,30508.94,30786.04,29840.05,30128.47,9789006,-1.25
2024-08-16,SSE Composite,China,17248.81,17425.28,16593.47,16827.47,21377355,-2.44
2023-05-24,DAX,Germany,24058.79,24405.65,23988.32,24388.13,20283051,1.37
2020-07-08,DAX,Germany,34579.34,34698.8,34370.78,34694.97,14131778,0.33
2023-08-08,SSE Composite,China,17281.36,17816.32,17207.1,17583.18,49932813,1.75
2021-10-31,S&P 500,USA,5544.78,6028.83,5381.59,5788.0,39559605,4.39
2024-02-01,FTSE 100,UK,26557.13,26618.33,26033.79,26154.13,26646335,-1.52
2022-08-30,SSE Composite,China,34122.78,34298.21,33631.22,33749.4,5811844,-1.09
2021-10-20,Nikkei 225,Japan,29314.56,29541.22,28880.47,28913.62,36243349,-1.37
2021-11-01,FTSE 100,UK,18547.19,18747.87,17896.02,18184.05,42687359,-1.96
2020-11-27,DAX,Germany,5099.65,5291.54,4945.6,4956.02,14379696,-2.82
2021-11-14,NASDAQ Composite,USA,17720.41,18030.29,17491.54,17778.5,40861024,0.33
2021-12-16,FTSE 100,UK,19421.12,19951.62,19266.89,19828.75,34454436,2.1
2024-02-07,DAX,Germany,20576.91,20837.93,20064.31,20151.28,8784169,-2.07
2021-02-26,NASDAQ Composite,USA,9269.69,9485.87,9175.14,9291.23,28335348,0.23
2022-10-30,Nikkei 225,Japan,11994.93,12444.44,11805.21,12393.5,12389736,3.32
2024-01-20,CAC 40,France,1661.63,1999.28,1614.93,1862.64,17181936,12.1
2024-06-16,Nikkei 225,Japan,22616.25,22634.37,22047.72,22267.35,14684079,-1.54
2020-06-10,Hang Seng,Hong Kong,33356.11,33843.75,33233.43,33560.05,25566499,0.61
2024-10-07,DAX,Germany,30443.44,30681.55,30310.94,30671.48,15053178,0.75
2021-09-09,Nikkei 225,Japan,15004.78,15468.36,14866.3,15353.16,27669270,2.32
2021-02-01,FTSE 100,UK,18741.75,18860.43,18074.56,18250.75,32974794,-2.62
2022-03-24,KSE 100,Pakistan,37375.33,37738.29,37374.35,37499.29,1999481,0.33
2020-06-08,SSE Composite,China,26380.74,26595.16,26135.37,26494.91,31553797,0.43
2024-09-09,DAX,Germany,31557.43,32024.45,31417.88,31754.52,11052090,0.62
2022-06-06,FTSE 100,UK,6816.89,6935.97,6237.61,6334.27,15596533,-7.08
2020-06-29,FTSE 100,UK,5558.27,6136.72,5519.17,6044.13,42355189,8.74
2024-07-12,Nikkei 225,Japan,20630.98,21232.44,20561.44,21003.92,28257644,1.81
2023-03-23,S&P 500,USA,4492.08,4766.65,4028.93,4166.54,5236941,-7.25
2022-04-12,CAC 40,France,17593.39,17700.29,17504.0,17632.43,32040470,0.22
2024-11-18,SSE Composite,China,7038.46,7088.83,6496.71,6789.01,10107562,-3.54
2022-01-28,KSE 100,Pakistan,32479.97,32979.21,32198.56,32956.24,31442916,1.47
2023-05-16,Hang Seng,Hong Kong,12491.05,13126.98,12346.96,12900.63,13270362,3.28
2023-05-18,Dow Jones,USA,26036.88,26279.1,25267.86,25560.13,26265080,-1.83
2020-06-22,Dow Jones,USA,21759.87,22190.1,21702.55,22165.19,14979901,1.86
2022-05-18,KSE 100,Pakistan,2764.03,2955.21,2694.03,2905.86,6609377,5.13
2020-03-18,Dow Jones,USA,9599.67,9861.89,9242.97,9317.87,8199107,-2.94
2024-06-05,Hang Seng,Hong Kong,24135.85,24758.99,23922.33,24593.12,46493331,1.89
2021-09-18,S&P 500,USA,20534.89,21166.51,20348.25,20947.27,2512503,2.01
2020-08-21,Dow Jones,USA,24741.57,24883.72,24529.0,24653.36,49320330,-0.36
2021-05-25,DAX,Germany,21240.27,21538.88,20948.87,21315.32,14995978,0.35
2020-02-09,Nikkei 225,Japan,39704.2,39970.73,39440.42,39875.66,37213515,0.43
2021-08-13,SSE Composite,China,10572.76,10858.56,10479.54,10648.8,22916439,0.72
2020-09-16,Hang Seng,Hong Kong,25634.14,25703.79,25188.27,25451.9,33715813,-0.71
2023-01-05,SSE Composite,China,34328.71,34805.99,34087.3,34609.06,2308699,0.82
2024-01-12,SSE Composite,China,27519.5,27702.37,27444.61,27540.4,32928794,0.08
2022-12-30,Hang Seng,Hong Kong,22806.85,23083.89,22530.37,22970.26,45889414,0.72
2022-11-13,Nikkei 225,Japan,5827.11,6282.13,5747.61,6055.67,47451039,3.92
2022-08-23,Dow Jones,USA,36481.9,36484.51,36151.58,36367.94,6957149,-0.31
2020-07-21,KSE 100,Pakistan,5148.36,5149.17,4600.93,4730.71,15018356,-8.11
2023-07-29,SSE Composite,China,35753.42,36146.06,35616.21,35973.62,26498644,0.62
2024-06-03,FTSE 100,UK,2871.85,3050.05,2083.55,2376.5,36968140,-17.25
2020-07-24,CAC 40,France,16095.63,16399.16,15967.49,16158.27,4041658,0.39
2021-06-17,NASDAQ Composite,USA,1398.3,1925.05,1283.35,1757.0,16156397,25.65
2024-05-11,Nikkei 225,Japan,28664.21,29240.77,28403.87,29164.05,5194549,1.74
2021-02-27,CAC 40,France,38884.45,38932.6,38549.89,38703.16,37568698,-0.47
2024-07-02,Dow Jones,USA,11941.73,12089.08,11875.42,12032.77,21227555,0.76
2024-11-14,DAX,Germany,21480.93,21866.71,21390.86,21643.19,5296625,0.76
2021-04-17,FTSE 100,UK,36811.38,37374.72,36770.94,37226.12,11556880,1.13
2021-10-03,Hang Seng,Hong Kong,4237.16,4347.58,4136.48,4249.33,46565282,0.29
2023-04-08,NASDAQ Composite,USA,38424.5,38891.12,38275.6,38594.95,13510328,0.44
2020-03-28,NASDAQ Composite,USA,25387.88,25700.57,25369.89,25634.95,26657039,0.97
2020-10-08,DAX,Germany,3281.55,3538.39,3083.44,3369.86,23685324,2.69
2023-05-05,FTSE 100,UK,13622.47,13723.59,13071.99,13344.49,26746731,-2.04
2024-03-17,Hang Seng,Hong Kong,6743.9,6885.41,6664.63,6796.6,14841484,0.78
2022-06-01,DAX,Germany,13560.71,14169.51,13472.87,14056.5,21791891,3.66
2022-07-20,FTSE 100,UK,38165.54,38239.49,37523.35,37783.85,27655137,-1.0
2021-02-13,SSE Composite,China,31337.81,31822.3,31280.76,31650.18,23186439,1.0
2024-09-10,CAC 40,France,31460.84,31467.23,30896.46,31050.69,11296987,-1.3
2021-10-12,Nikkei 225,Japan,15408.77,15642.97,14754.18,14965.82,31770805,-2.87
2021-05-04,Nikkei 225,Japan,36674.56,36756.3,36454.89,36522.72,20288292,-0.41
2023-11-14,NASDAQ Composite,USA,5919.25,6436.86,5744.54,6324.48,18314171,6.85
2024-12-09,S&P 500,USA,2950.83,3464.01,2866.76,3206.91,21362158,8.68
2022-10-16,SSE Composite,China,36413.49,37049.88,36354.81,36901.17,34373430,1.34
2020-08-16,SSE Composite,China,2942.51,2962.01,2595.52,2706.18,20971730,-8.03
2023-08-13,NASDAQ Composite,USA,26368.8,26606.63,26337.81,26444.27,25674075,0.29
2023-12-11,Hang Seng,Hong Kong,34153.39,34480.79,34142.81,34402.48,12443446,0.73
2021-11-03,Nikkei 225,Japan,9996.75,10273.92,9990.34,10120.63,20469836,1.24
2021-12-16,S&P 500,USA,4045.1,4265.14,3936.34,4255.22,20429417,5.19
2022-05-10,SSE Composite,China,37342.18,37508.64,37198.66,37228.25,39561664,-0.31
2020-10-29,Hang Seng,Hong Kong,19152.12,19581.59,19077.85,19578.65,45004409,2.23
2021-02-09,CAC 40,France,28072.06,28678.1,27877.89,28437.25,16428903,1.3
2022-08-08,KSE 100,Pakistan,4971.23,5405.56,4883.35,5139.83,46902872,3.39
2022-03-21,KSE 100,Pakistan,31226.83,31366.46,30731.34,30994.75,30373770,-0.74
2020-01-28,Hang Seng,Hong Kong,32222.88,32273.13,31891.66,31923.03,15391234,-0.93
2023-10-09,Hang Seng,Hong Kong,24796.07,24883.02,24610.98,24819.19,27474098,0.09
2020-12-23,DAX,Germany,31337.72,31575.71,30909.61,31038.38,46843286,-0.96
2024-08-25,Hang Seng,Hong Kong,39672.45,39972.04,39548.13,39796.18,39182802,0.31
2023-08-07,SSE Composite,China,20306.2,20616.23,20231.11,20605.4,27138156,1.47
2021-01-02,SSE Composite,China,4132.6,4441.78,4092.85,4327.22,12492707,4.71
2024-07-08,Nikkei 225,Japan,38795.83,38923.14,38750.46,38769.85,22032397,-0.07
2024-08-19,Hang Seng,Hong Kong,12201.56,12459.96,11973.05,12134.0,14818014,-0.55
2022-09-29,NASDAQ Composite,USA,1370.83,1974.0,1163.71,1796.18,48476314,31.03
2020-01-03,S&P 500,USA,17674.1,17706.47,17190.09,17199.52,29433648,-2.69
2023-05-03,Nikkei 225,Japan,23021.12,23143.81,22534.19,22768.26,22618034,-1.1
2022-09-12,Hang Seng,Hong Kong,24037.39,24234.92,23504.87,23788.56,31226930,-1.04
2023-05-11,DAX,Germany,19256.66,19295.93,18541.54,18770.49,15309167,-2.52
2022-06-14,Dow Jones,USA,25339.09,25664.69,25277.56,25489.2,26689752,0.59
2020-07-04,NASDAQ Composite,USA,18507.56,18605.79,18460.83,18544.73,24286892,0.2
2021-02-17,KSE 100,Pakistan,20942.87,21006.14,20602.36,20827.72,42828204,-0.55
2020-09-04,FTSE 100,UK,4301.06,4334.35,3744.45,3847.56,1523136,-10.54
2021-04-04,Dow Jones,USA,33240.64,33490.26,32664.44,32743.13,42752574,-1.5
2022-10-15,DAX,Germany,13678.54,14103.69,13626.0,13850.25,36413689,1.26
2020-07-11,Dow Jones,USA,25860.37,25917.21,25651.42,25913.8,5474445,0.21
2024-12-20,DAX,Germany,27974.3,28511.33,27823.45,28251.23,2926739,0.99
2022-06-07,KSE 100,Pakistan,36827.2,37179.71,36552.59,36989.48,32737809,0.44
2022-08-21,SSE Composite,China,34916.4,35076.92,34906.95,35056.28,41952734,0.4
2023-09-12,Hang Seng,Hong Kong,21713.72,22213.28,21668.74,22109.79,21583869,1.82
2020-08-22,Dow Jones,USA,31090.31,31114.57,30551.24,30813.72,17602752,-0.89
2024-12-14,DAX,Germany,11855.38,12011.01,11426.3,11509.36,1329527,-2.92
2022-08-18,Hang Seng,Hong Kong,32852.8,33599.4,32748.96,33347.18,35906903,1.5
2021-07-14,Hang Seng,Hong Kong,2688.02,2708.31,2402.64,2440.85,12950973,-9.19
2022-11-19,SSE Composite,China,32945.97,33275.51,32663.27,32984.2,24139667,0.12
2024-02-21,DAX,Germany,21026.9,21064.2,20581.57,20611.11,1606717,-1.98
2022-09-13,FTSE 100,UK,2487.0,2651.55,2214.25,2269.55,45569509,-8.74
2024-11-17,FTSE 100,UK,27111.53,27153.4,26665.96,26888.39,28457529,-0.82
2021-05-14,NASDAQ Composite,USA,1560.44,1744.03,1074.75,1081.3,40750528,-30.71
2024-03-15,KSE 100,Pakistan,27225.69,27800.14,26927.66,27506.1,31578291,1.03
2022-04-11,S&P 500,USA,30250.44,30354.81,29799.52,30016.42,32253704,-0.77
2022-05-10,S&P 500,USA,37879.25,38274.9,37736.19,38143.42,32348401,0.7
2021-02-17,S&P 500,USA,27393.92,27703.03,27242.78,27630.19,22608421,0.86
2024-08-10,Dow Jones,USA,18849.8,19062.43,18712.02,18793.9,35777669,-0.3
2024-01-18,Nikkei 225,Japan,24268.61,24328.06,23902.8,23984.91,19347730,-1.17
2020-05-01,CAC 40,France,10082.29,10287.32,9560.94,9739.05,21733774,-3.4
2022-10-11,S&P 500,USA,39460.95,39539.85,39077.53,39345.81,22106150,-0.29
